0,0
0.002004,0.062916
0.004008,0.12558
0.006012,0.18775
0.008016,0.24918
0.01002,0.30962
0.012024,0.36883
0.014028,0.42658
0.016032,0.48264
0.018036,0.53678
0.02004,0.5888
0.022044,0.63849
0.024048,0.68565
0.026052,0.73009
0.028056,0.77164
0.03006,0.81013
0.032064,0.84541
0.034068,0.87734
0.036072,0.90579
0.038076,0.93065
0.04008,0.95183
0.042084,0.96924
0.044088,0.9828
0.046092,0.99247
0.048096,0.99821
0.0501,1
0.052104,0.99782
0.054108,0.99168
0.056112,0.98162
0.058116,0.96767
0.06012,0.94988
0.062124,0.92833
0.064128,0.9031
0.066132,0.8743
0.068136,0.84203
0.07014,0.80642
0.072144,0.76762
0.074148,0.72577
0.076152,0.68105
0.078156,0.63363
0.08016,0.5837
0.082164,0.53146
0.084168,0.47711
0.086172,0.42087
0.088176,0.36297
0.09018,0.30362
0.092184,0.24308
0.094188,0.18156
0.096192,0.11933
0.098196,0.056632
0.1002,-0.0062957
0.1022,-0.069198
0.10421,-0.13183
0.10621,-0.19393
0.10822,-0.25527
0.11022,-0.3156
0.11222,-0.37467
0.11423,-0.43226
0.11623,-0.48814
0.11824,-0.54208
0.12024,-0.59388
0.12224,-0.64332
0.12425,-0.69022
0.12625,-0.73438
0.12826,-0.77562
0.13026,-0.8138
0.13226,-0.84875
0.13427,-0.88034
0.13627,-0.90844
0.13828,-0.93294
0.14028,-0.95374
0.14228,-0.97077
0.14429,-0.98395
0.14629,-0.99322
0.1483,-0.99857
0.1503,-0.99996
0.1523,-0.99738
0.15431,-0.99085
0.15631,-0.9804
0.15832,-0.96606
0.16032,-0.9479
0.16232,-0.92597
0.16433,-0.90038
0.16633,-0.87122
0.16834,-0.83861
0.17034,-0.80268
0.17234,-0.76357
0.17435,-0.72143
0.17635,-0.67643
0.17836,-0.62875
0.18036,-0.57858
0.18236,-0.52612
0.18437,-0.47157
0.18637,-0.41515
0.18838,-0.35709
0.19038,-0.29762
0.19238,-0.23696
0.19439,-0.17537
0.19639,-0.11308
0.1984,-0.050345
0.2004,0.012591
0.2024,0.075477
0.20441,0.13806
0.20641,0.2001
0.20842,0.26135
0.21042,0.32156
0.21242,0.3805
0.21443,0.43793
0.21643,0.49363
0.21844,0.54736
0.22044,0.59893
0.22244,0.64813
0.22445,0.69476
0.22645,0.73863
0.22846,0.77958
0.23046,0.81744
0.23246,0.85206
0.23447,0.88331
0.23647,0.91105
0.23848,0.93519
0.24048,0.95562
0.24248,0.97226
0.24449,0.98505
0.24649,0.99394
0.2485,0.99889
0.2505,0.99988
0.25251,0.9969
0.25451,0.98998
0.25651,0.97914
0.25852,0.96442
0.26052,0.94587
0.26253,0.92358
0.26453,0.89763
0.26653,0.86812
0.26854,0.83517
0.27054,0.79891
0.27255,0.75949
0.27455,0.71705
0.27655,0.67178
0.27856,0.62384
0.28056,0.57343
0.28257,0.52075
0.28457,0.46601
0.28657,0.40942
0.28858,0.35121
0.29058,0.2916
0.29259,0.23084
0.29459,0.16917
0.29659,0.10682
0.2986,0.044056
0.3006,-0.018886
0.30261,-0.081754
0.30461,-0.1443
0.30661,-0.20627
0.30862,-0.26742
0.31062,-0.32752
0.31263,-0.38632
0.31463,-0.44358
0.31663,-0.49909
0.31864,-0.55262
0.32064,-0.60396
0.32265,-0.65291
0.32465,-0.69927
0.32665,-0.74286
0.32866,-0.78351
0.33066,-0.82105
0.33267,-0.85534
0.33467,-0.88624
0.33667,-0.91363
0.33868,-0.9374
0.34068,-0.95745
0.34269,-0.97371
0.34469,-0.98611
0.34669,-0.99461
0.3487,-0.99916
0.3507,-0.99976
0.35271,-0.99639
0.35471,-0.98908
0.35671,-0.97784
0.35872,-0.96273
0.36072,-0.94381
0.36273,-0.92115
0.36473,-0.89483
0.36673,-0.86497
0.36874,-0.83169
0.37074,-0.79511
0.37275,-0.75537
0.37475,-0.71265
0.37675,-0.6671
0.37876,-0.61891
0.38076,-0.56826
0.38277,-0.51537
0.38477,-0.46043
0.38677,-0.40367
0.38878,-0.3453
0.39078,-0.28557
0.39279,-0.22471
0.39479,-0.16296
0.39679,-0.10056
0.3988,-0.037766
0.4008,0.02518
0.40281,0.088027
0.40481,0.15052
0.40681,0.21243
0.40882,0.27348
0.41082,0.33346
0.41283,0.39212
0.41483,0.44922
0.41683,0.50454
0.41884,0.55786
0.42084,0.60897
0.42285,0.65767
0.42485,0.70376
0.42685,0.74706
0.42886,0.78741
0.43086,0.82463
0.43287,0.85859
0.43487,0.88914
0.43687,0.91617
0.43888,0.93957
0.44088,0.95925
0.44289,0.97513
0.44489,0.98714
0.44689,0.99524
0.4489,0.9994
0.4509,0.9996
0.45291,0.99584
0.45491,0.98813
0.45691,0.9765
0.45892,0.96101
0.46092,0.94171
0.46293,0.91868
0.46493,0.892
0.46693,0.8618
0.46894,0.82818
0.47094,0.79127
0.47295,0.75123
0.47495,0.70822
0.47695,0.6624
0.47896,0.61395
0.48096,0.56307
0.48297,0.50996
0.48497,0.45483
0.48697,0.3979
0.48898,0.33939
0.49098,0.27954
0.49299,0.21857
0.49499,0.15675
0.49699,0.094296
0.499,0.031474
0.501,-0.031474
0.50301,-0.094296
0.50501,-0.15675
0.50701,-0.21857
0.50902,-0.27954
0.51102,-0.33939
0.51303,-0.3979
0.51503,-0.45483
0.51703,-0.50996
0.51904,-0.56307
0.52104,-0.61395
0.52305,-0.6624
0.52505,-0.70822
0.52705,-0.75123
0.52906,-0.79127
0.53106,-0.82818
0.53307,-0.8618
0.53507,-0.892
0.53707,-0.91868
0.53908,-0.94171
0.54108,-0.96101
0.54309,-0.9765
0.54509,-0.98813
0.54709,-0.99584
0.5491,-0.9996
0.5511,-0.9994
0.55311,-0.99524
0.55511,-0.98714
0.55711,-0.97513
0.55912,-0.95925
0.56112,-0.93957
0.56313,-0.91617
0.56513,-0.88914
0.56713,-0.85859
0.56914,-0.82463
0.57114,-0.78741
0.57315,-0.74706
0.57515,-0.70376
0.57715,-0.65767
0.57916,-0.60897
0.58116,-0.55786
0.58317,-0.50454
0.58517,-0.44922
0.58717,-0.39212
0.58918,-0.33346
0.59118,-0.27348
0.59319,-0.21243
0.59519,-0.15052
0.59719,-0.088027
0.5992,-0.02518
0.6012,0.037766
0.60321,0.10056
0.60521,0.16296
0.60721,0.22471
0.60922,0.28557
0.61122,0.3453
0.61323,0.40367
0.61523,0.46043
0.61723,0.51537
0.61924,0.56826
0.62124,0.61891
0.62325,0.6671
0.62525,0.71265
0.62725,0.75537
0.62926,0.79511
